value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,emotion
572,520,573,572,520,521,520,572,572,625,572,572,572,625,624,624,625,572,624.0,,,,,,愉悦
572,572,625,572,572,572,625,624,624,625,572,624,625,624,572,572,625,572,572.0,,,,,,愉悦
625,624,624,625,572,624,625,624,572,572,625,572,572,521,572,520,520,625,572.0,,,,,,愉悦
625,624,572,572,625,572,572,521,572,520,520,625,572,572,574,520,572,624,573.0,,,,,,愉悦
572,521,572,520,520,625,572,572,574,520,572,624,573,572,520,573,624,572,572.0,521.0,,,,,愉悦
572,523,520,572,573,520,520,520,469,572,468,468,469,572,468,624,521,520,520.0,520.0,573.0,,,,愉悦
520,469,572,468,468,469,572,468,624,521,520,520,520,573,624,520,573,520,572.0,520.0,625.0,,,,愉悦
468,624,521,520,520,520,573,624,520,573,520,572,520,625,468,520,520,521,468.0,572.0,468.0,,,,愉悦
468,520,468,469,468,468,468,468,521,520,468,520,469,520,524,520,521,468,520.0,468.0,573.0,520.0,,,愉悦
521,520,468,520,469,520,524,520,521,468,520,468,573,520,468,468,522,468,520.0,520.0,521.0,468.0,,,愉悦
520,521,468,520,468,573,520,468,468,522,468,520,520,521,468,520,520,573,520.0,477.0,520.0,533.0,,,愉悦
468,417,572,468,468,469,520,468,520,521,468,520,520,521,572,468,520,523,468.0,520.0,520.0,521.0,,,愉悦
520,521,468,520,520,521,572,468,520,523,468,520,520,521,468,468,468,521,468.0,572.0,468.0,468.0,,,愉悦
468,520,523,468,520,520,521,468,468,468,521,468,572,468,468,469,416,468,520.0,469.0,468.0,468.0,520.0,,愉悦
468,468,469,416,468,520,469,468,468,520,469,468,520,468,521,468,468,468,521.0,520.0,468.0,468.0,468.0,,愉悦
520,469,468,520,468,521,468,468,468,521,520,468,468,468,469,572,468,468,469.0,520.0,468.0,468.0,573.0,,愉悦
468,468,521,520,468,468,468,469,572,468,468,469,520,468,468,573,468,520,520.0,469.0,468.0,468.0,520.0,,愉悦
572,468,468,469,520,468,468,573,468,520,520,469,468,468,520,469,468,520,468.0,468.0,572.0,468.0,468.0,,愉悦
573,468,520,520,469,468,468,520,469,468,520,468,468,572,468,468,521,520,520.0,572.0,469.0,520.0,,,愉悦
520,469,468,520,468,468,572,468,468,521,520,520,572,469,520,572,468,521,468.0,572.0,520.0,469.0,,,愉悦
521,468,520,520,469,468,468,520,521,520,468,520,468,469,520,520,468,469,468.0,416.0,416.0,573.0,468.0,,愉悦
520,520,521,572,572,521,520,520,520,573,520,520,520,521,520,572,572,573,520.0,572.0,521.0,,,,愉悦
520,521,520,468,520,468,469,520,520,468,469,468,416,416,573,468,468,468,417.0,520.0,468.0,520.0,468.0,,愉悦
520,520,468,469,468,416,416,573,468,468,468,417,520,468,520,468,469,468,520.0,468.0,471.0,364.0,,,愉悦
520,520,520,469,520,572,520,522,468,520,468,573,468,520,468,521,572,572,572.0,521.0,572.0,,,,愉悦
522,468,520,468,573,468,520,468,521,572,572,572,521,572,520,521,624,520,520.0,573.0,520.0,,,,愉悦
468,521,572,572,572,521,572,520,521,624,520,520,573,520,572,572,521,520,468.0,520.0,469.0,,,,愉悦
520,521,624,520,520,573,520,572,572,521,520,468,520,469,572,520,573,520,520.0,572.0,573.0,,,,愉悦
572,572,521,520,468,520,469,572,520,573,520,520,572,573,520,572,520,521,624.0,572.0,520.0,,,,愉悦
572,520,573,520,520,572,573,520,572,520,521,624,572,520,521,468,520,572,570.0,517.0,,,,,愉悦
520,572,520,521,624,572,520,521,468,520,572,570,517,570,623,571,572,625,572.0,520.0,,,,,愉悦
523,520,572,572,573,520,572,521,572,520,624,521,520,520,520,521,572,467,467.0,521.0,519.0,,,,愉悦
468,491,468,520,520,468,469,468,468,468,471,520,520,468,469,468,468,572,469.0,520.0,519.0,468.0,573.0,,愉悦
521,572,520,624,521,520,520,520,521,572,467,467,521,519,468,572,573,520,572.0,521.0,520.0,,,,愉悦
520,521,572,467,467,521,519,468,572,573,520,572,521,520,572,520,469,468,520.0,468.0,573.0,,,,愉悦
468,572,573,520,572,521,520,572,520,469,468,520,468,573,468,520,468,416,521.0,468.0,468.0,520.0,,,愉悦
572,520,469,468,520,468,573,468,520,468,416,521,468,468,520,469,364,572,468.0,469.0,520.0,416.0,468.0,,愉悦
468,520,468,416,521,468,468,520,469,364,572,468,469,520,416,468,469,468,520.0,544.0,416.0,521.0,520.0,,愉悦
572,468,469,520,416,468,469,468,520,544,416,521,520,520,468,469,520,468,520.0,521.0,468.0,520.0,468.0,,愉悦
521,520,520,468,469,520,468,520,521,468,520,468,521,520,572,520,521,520,572.0,573.0,520.0,520.0,,,愉悦
520,521,468,520,468,521,520,572,520,521,520,572,573,520,520,520,521,468,468.0,572.0,521.0,,,,愉悦
572,520,521,520,572,573,520,520,520,521,468,468,572,521,520,468,520,521,572.0,520.0,520.0,,,,愉悦
469,520,468,572,469,468,520,468,469,572,468,468,469,468,468,468,468,469,468.0,520.0,468.0,521.0,572.0,,愉悦
468,468,471,520,520,468,469,468,468,572,469,520,519,468,573,520,572,468,495.0,520.0,520.0,520.0,,,愉悦
468,469,572,468,468,469,468,468,468,468,469,468,520,468,521,572,520,520,573.0,520.0,520.0,573.0,,,愉悦
468,468,469,468,520,468,521,572,520,520,573,520,520,573,520,520,468,521,520.0,520.0,520.0,521.0,,,愉悦
520,520,573,520,520,573,520,520,468,521,520,520,520,521,468,468,520,521,468.0,520.0,520.0,469.0,,,愉悦
520,468,521,520,520,520,521,468,468,520,521,468,520,520,469,520,572,520,573.0,520.0,520.0,572.0,,,愉悦
468,468,520,521,468,520,520,469,520,572,520,573,520,520,572,573,468,520,468.0,469.0,519.0,520.0,,,愉悦
469,520,572,520,573,520,520,572,573,468,520,468,469,519,520,520,573,468,520.0,572.0,573.0,,,,愉悦
572,573,468,520,468,469,519,520,520,573,468,520,572,573,572,520,521,572,572.0,572.0,521.0,,,,愉悦
520,520,573,468,520,572,573,572,520,521,572,572,572,521,520,520,520,573,520.0,520.0,520.0,,,,愉悦
572,520,521,572,572,572,521,520,520,520,573,520,520,520,521,520,572,468,494.0,572.0,468.0,,,,愉悦
520,520,520,573,520,520,520,521,520,572,468,494,572,468,520,523,468,468,572.0,469.0,520.0,468.0,,,愉悦
468,572,469,520,519,468,573,520,572,468,495,520,520,520,469,520,468,572,521.0,520.0,520.0,468.0,,,愉悦
521,520,572,468,494,572,468,520,523,468,468,572,469,520,468,520,469,572,468.0,520.0,469.0,520.0,,,愉悦
520,523,468,468,572,469,520,468,520,469,572,468,520,469,520,468,520,521,520.0,468.0,468.0,469.0,,,愉悦
468,520,469,572,468,520,469,520,468,520,521,520,468,468,469,468,572,520,521.0,572.0,572.0,573.0,,,愉悦
520,468,520,521,520,468,468,469,468,572,520,521,572,572,573,676,624,572,573.0,676.0,,,,,愉悦
469,468,572,520,521,572,572,573,676,624,572,573,676,520,573,572,520,572,573.0,520.0,,,,,愉悦
573,676,624,572,573,676,520,573,572,520,572,573,520,520,520,521,520,572,573.0,520.0,,,,,愉悦
520,573,572,520,572,573,520,520,520,521,520,572,573,520,572,572,521,572,520.0,572.0,,,,,愉悦
520,520,521,520,572,573,520,572,572,521,572,520,572,521,520,520,520,521,520.0,520.0,520.0,,,,愉悦
572,572,521,572,520,572,521,520,520,520,521,520,520,520,521,572,520,469,520.0,520.0,520.0,,,,愉悦
520,520,520,521,520,520,520,521,572,520,469,520,520,520,573,468,520,572,470.0,520.0,572.0,,,,愉悦
520,469,520,468,572,521,520,520,468,521,572,468,520,521,416,520,520,521,468.0,520.0,468.0,469.0,,,愉悦
521,572,520,469,520,520,520,573,468,520,572,470,520,572,520,521,520,520,468.0,521.0,520.0,,,,愉悦
573,468,520,572,470,520,572,520,521,520,520,468,521,520,468,520,469,468,572.0,520.0,521.0,520.0,,,愉悦
520,521,520,520,468,521,520,468,520,469,468,572,520,521,520,520,520,573,520.0,520.0,520.0,521.0,,,愉悦
468,520,469,468,572,520,521,520,520,520,573,520,520,520,521,520,520,520,522.0,468.0,468.0,520.0,,,愉悦
520,520,520,573,520,520,520,521,520,520,520,522,468,468,520,471,572,468,520.0,521.0,520.0,468.0,,,愉悦
572,520,521,520,520,520,469,572,468,520,469,468,520,520,469,468,520,468,521.0,468.0,572.0,468.0,,,愉悦
572,468,520,469,468,520,520,469,468,520,468,521,468,572,468,573,520,468,520.0,574.0,520.0,520.0,,,愉悦
469,468,520,468,521,468,572,468,573,520,468,520,574,520,520,520,469,572,520.0,499.0,473.0,520.0,,,愉悦
520,468,521,520,520,468,521,468,520,520,521,520,520,468,521,520,572,520,417.0,416.0,520.0,520.0,,,愉悦
468,520,520,521,520,520,468,521,520,572,520,417,416,520,520,573,468,468,468.0,468.0,469.0,468.0,,,愉悦
468,469,468,520,520,677,520,572,573,520,468,572,573,624,572,625,624,572,572.0,573.0,,,,,愉悦
521,520,572,520,417,416,520,520,573,468,468,468,468,469,468,520,468,521,468.0,468.0,520.0,521.0,,,愉悦
520,471,572,520,572,625,572,572,573,572,520,572,574,520,520,520,469,572,520.0,573.0,,,,,愉悦
572,573,572,520,572,574,520,520,520,469,572,520,573,520,520,520,625,520,572.0,520.0,,,,,愉悦
469,572,520,573,520,520,520,625,520,572,520,521,572,572,520,521,520,520,520.0,573.0,572.0,,,,愉悦
520,572,520,521,572,572,520,521,520,520,520,573,572,520,521,520,520,572,521.0,468.0,520.0,,,,愉悦
521,520,520,520,573,572,520,521,520,520,572,521,468,520,520,573,624,572,626.0,624.0,,,,,愉悦
521,520,520,572,521,468,520,520,573,624,572,626,624,676,677,572,572,572,573.0,,,,,,愉悦
468,521,520,468,468,469,520,572,572,573,520,520,586,520,520,572,521,520,468.0,520.0,521.0,,,,愉悦
572,572,573,520,520,586,520,520,572,521,520,468,520,521,468,468,468,469,468.0,468.0,,,,,愉悦
520,469,468,520,468,469,468,468,468,417,572,468,468,469,520,468,520,521,468.0,520.0,520.0,521.0,572.0,,愉悦
519,520,572,520,469,520,520,467,521,571,572,520,520,520,624,521,572,520,520.0,573.0,572.0,,,,愉悦
467,521,571,572,520,520,520,624,521,572,520,520,573,572,520,520,573,520,468.0,521.0,572.0,,,,愉悦
624,521,572,520,520,573,572,520,520,573,520,468,521,572,520,520,551,520,572.0,624.0,,,,,愉悦
520,520,573,520,468,521,572,520,520,551,520,572,624,625,572,624,573,572,572.0,572.0,,,,,愉悦
520,520,551,520,572,624,625,572,624,573,572,572,572,573,624,572,573,572,572.0,,,,,,愉悦
573,572,572,572,573,624,572,573,572,572,624,521,572,520,521,572,572,468,521.0,468.0,,,,,愉悦
572,573,572,572,624,521,572,520,521,572,572,468,521,468,468,520,469,572,520.0,468.0,521.0,,,,愉悦
520,520,572,521,520,520,520,521,520,520,520,521,520,520,624,573,520,572,573.0,520.0,624.0,,,,愉悦
521,520,520,520,521,520,520,624,573,520,572,573,520,624,468,521,520,520,468.0,573.0,520.0,,,,愉悦
468,468,521,572,520,520,521,572,520,572,521,520,520,573,520,572,572,521,520.0,520.0,596.0,,,,愉悦
572,416,573,468,520,468,573,416,520,468,521,468,572,573,520,572,520,599,572.0,520.0,468.0,,,,愉悦
572,520,572,521,520,520,573,520,572,572,521,520,520,596,521,520,520,520,521.0,520.0,520.0,,,,愉悦
596,521,520,520,520,521,520,520,520,573,520,468,520,522,520,520,520,573,520.0,520.0,573.0,,,,愉悦
520,520,573,520,468,520,522,520,520,520,573,520,520,573,572,520,520,573,520.0,572.0,572.0,,,,愉悦
520,520,520,573,520,520,573,572,520,520,573,520,572,572,469,572,520,520,521.0,572.0,520.0,,,,愉悦
572,520,520,573,520,572,572,469,572,520,520,521,572,520,521,520,572,468,573.0,520.0,520.0,,,,愉悦
469,572,520,520,521,572,520,521,520,572,468,573,520,520,520,525,520,572,572.0,471.0,520.0,,,,愉悦
521,520,572,468,573,520,520,520,525,520,572,572,471,520,520,468,573,520,520.0,520.0,573.0,,,,愉悦
572,572,572,521,624,572,573,572,572,624,573,520,572,521,520,572,468,521,520.0,468.0,,,,,愉悦
573,572,572,624,573,520,572,521,520,572,468,521,520,468,520,521,520,520,468.0,521.0,520.0,,,,愉悦
572,521,520,572,468,521,520,468,520,521,520,520,468,521,520,520,520,521,468.0,520.0,468.0,573.0,,,愉悦
468,520,468,521,520,468,520,521,520,572,624,573,572,572,573,572,572,520,469.0,520.0,468.0,,,,愉悦
468,520,521,520,520,468,521,520,520,520,521,468,520,468,573,520,468,468,521.0,520.0,520.0,520.0,,,愉悦
520,520,520,521,468,520,468,573,520,468,468,521,520,520,520,521,520,520,468.0,469.0,572.0,468.0,,,愉悦
573,520,468,468,521,520,520,520,521,520,520,468,469,572,468,572,469,520,520.0,572.0,521.0,520.0,,,愉悦
520,521,520,520,468,469,572,468,572,469,520,520,572,521,520,520,520,521,572.0,520.0,520.0,,,,愉悦
469,468,468,572,469,468,520,468,521,468,572,468,521,468,520,468,521,520,468.0,520.0,548.0,520.0,,,愉悦
624,520,520,522,520,520,625,520,572,520,521,520,572,520,521,520,520,520,573.0,520.0,468.0,,,,愉悦
520,572,520,521,520,572,520,521,520,520,520,573,520,468,520,573,468,572,521.0,572.0,520.0,,,,愉悦
521,520,520,520,573,520,468,520,573,468,572,521,572,520,520,521,572,520,520.0,573.0,468.0,,,,愉悦
572,571,573,520,572,572,521,572,572,521,520,572,572,522,520,520,520,521,572.0,520.0,,,,,愉悦
729,520,520,468,521,624,520,625,572,676,625,676,624,624,625,572,624,573,572.0,,,,,,愉悦
521,520,572,624,573,572,572,573,572,572,520,469,520,468,520,573,468,520,520.0,521.0,520.0,,,,愉悦
625,572,676,625,676,624,624,625,572,624,573,572,520,572,573,520,520,523,520.0,,,,,,愉悦
572,520,572,573,572,572,521,520,520,520,573,520,468,520,525,520,572,572,521.0,520.0,520.0,,,,愉悦
520,520,573,520,468,520,525,520,572,572,521,520,520,520,625,520,572,521,520.0,520.0,624.0,,,,愉悦
520,572,572,521,520,520,520,625,520,572,521,520,520,624,521,572,572,597,573.0,572.0,,,,,愉悦
625,520,572,521,520,520,624,521,572,572,597,573,572,520,625,572,572,572,521.0,624.0,,,,,愉悦
521,572,572,597,573,572,520,625,572,572,572,521,624,468,521,520,520,520,573.0,468.0,,,,,愉悦
625,624,572,572,625,520,572,521,520,520,572,521,520,572,520,521,624,520,572.0,521.0,,,,,愉悦
572,521,520,520,572,521,520,572,520,521,624,520,572,521,572,624,522,572,520.0,572.0,,,,,愉悦
520,572,523,520,520,572,573,572,520,572,521,572,572,521,572,572,520,522,572.0,520.0,,,,,愉悦
520,572,520,521,572,572,520,573,572,520,626,572,572,572,521,572,520,572,521.0,520.0,,,,,愉悦
520,520,521,520,468,520,521,520,468,520,521,520,520,572,521,520,520,468,521.0,572.0,520.0,468.0,,,愉悦
573,572,520,626,572,572,572,521,572,520,572,521,520,520,625,520,520,520,521.0,572.0,,,,,愉悦
520,520,572,600,572,520,520,625,572,468,573,468,520,572,523,468,520,520,521.0,572.0,572.0,,,,愉悦
468,521,520,468,520,573,520,520,520,469,520,572,520,521,520,520,520,573,468.0,520.0,468.0,521.0,,,愉悦
520,520,469,520,572,520,521,520,520,520,573,468,520,468,521,520,572,520,522.0,572.0,572.0,,,,愉悦
520,520,520,573,468,520,468,521,520,572,520,522,572,572,573,624,520,572,573.0,520.0,576.0,,,,愉悦
521,520,572,520,522,572,572,573,624,520,572,573,520,576,572,521,520,572,521.0,572.0,,,,,愉悦
573,624,520,572,573,520,576,572,521,520,572,521,572,572,520,521,572,572,572.0,573.0,,,,,愉悦
572,521,520,572,521,572,572,520,521,572,572,572,573,520,572,522,520,624,520.0,573.0,,,,,愉悦
520,521,572,572,572,573,520,572,522,520,624,520,573,520,572,572,573,520,572.0,573.0,,,,,愉悦
572,522,520,624,520,573,520,572,572,573,520,572,573,520,624,520,573,520,520.0,520.0,,,,,愉悦
520,468,520,521,520,520,572,521,520,520,468,521,572,520,468,521,468,520,520.0,521.0,468.0,520.0,,,愉悦
572,572,573,520,572,573,520,624,520,573,520,520,520,573,520,520,520,573,572.0,572.0,,,,,愉悦
520,521,520,520,520,573,520,520,520,521,520,572,572,521,520,520,520,573,468.0,520.0,575.0,,,,愉悦
520,520,625,520,520,520,521,520,520,520,521,520,520,521,624,520,572,573,520.0,572.0,572.0,,,,愉悦
521,624,520,572,573,520,572,572,521,572,520,521,520,520,520,573,520,548,520.0,595.0,,,,,愉悦
572,521,572,520,521,520,520,520,573,520,548,520,595,468,520,520,573,520,520.0,468.0,521.0,,,,愉悦
521,520,520,468,521,572,520,468,521,468,520,520,521,468,520,468,525,520,572.0,468.0,521.0,520.0,,,愉悦
468,521,468,520,520,521,468,520,468,525,520,572,468,521,520,520,520,521,520.0,520.0,518.0,519.0,,,愉悦
520,468,525,520,572,468,521,520,520,520,521,520,520,518,519,520,572,520,469.0,520.0,520.0,467.0,,,愉悦
520,520,520,521,520,520,518,519,520,572,520,469,520,520,467,521,571,572,520.0,520.0,520.0,,,,愉悦
468,520,468,521,468,520,573,468,520,468,468,469,520,520,520,471,520,520,468.0,521.0,520.0,468.0,,,愉悦
520,520,520,471,520,520,468,521,520,468,520,469,468,520,468,573,468,468,520.0,469.0,468.0,520.0,,,愉悦
521,520,468,520,469,468,520,468,573,468,468,520,469,468,520,468,573,468,520.0,520.0,521.0,520.0,,,愉悦
468,573,468,468,520,469,468,520,468,573,468,520,520,521,520,520,572,573,572.0,520.0,520.0,,,,愉悦
573,416,416,468,521,624,624,572,625,572,624,625,546,676,573,572,624,572,521.0,,,,,,愉悦
572,625,572,624,625,546,676,573,572,624,572,521,624,468,524,469,468,468,468.0,469.0,,,,,愉悦
676,573,572,624,572,521,624,468,524,469,468,468,468,469,468,466,520,469,468.0,468.0,572.0,,,,愉悦
468,468,572,469,468,468,468,468,521,520,520,468,521,468,468,468,521,468,520.0,468.0,521.0,468.0,572.0,,愉悦
521,520,520,468,521,468,468,468,521,468,520,468,521,468,572,468,469,520,468.0,468.0,521.0,572.0,,,愉悦
468,521,468,520,468,521,468,572,468,469,520,468,468,521,572,520,468,521,520.0,520.0,468.0,575.0,,,愉悦
520,468,625,468,468,520,520,469,520,520,520,469,468,468,468,573,468,520,520.0,521.0,520.0,624.0,,,愉悦
572,468,469,520,468,468,521,572,520,468,521,520,520,468,575,468,520,468,521.0,468.0,520.0,572.0,,,愉悦
572,520,468,521,520,520,468,575,468,520,468,521,468,520,572,469,468,520,468.0,573.0,520.0,572.0,,,愉悦
575,468,520,468,521,468,520,572,469,468,520,468,573,520,572,572,521,572,520.0,572.0,573.0,,,,愉悦
572,469,468,520,468,573,520,572,572,521,572,520,572,573,520,520,521,520,520.0,520.0,469.0,,,,愉悦
572,572,521,572,520,572,573,520,520,521,520,520,520,469,520,468,520,469,520.0,520.0,520.0,,,,愉悦
520,520,521,520,520,520,469,520,468,520,469,520,520,520,521,520,520,572,521.0,572.0,520.0,,,,愉悦
520,468,520,469,520,520,520,521,520,520,572,521,572,520,520,521,520,468,520.0,521.0,468.0,520.0,,,愉悦
521,520,520,572,521,572,520,520,521,520,468,520,521,468,520,520,521,572,572.0,572.0,521.0,,,,愉悦
520,521,520,468,520,521,468,520,520,521,572,572,572,521,520,520,468,573,468.0,468.0,468.0,469.0,,,愉悦
520,520,521,572,572,572,521,520,520,468,573,468,468,468,469,468,468,572,521.0,572.0,572.0,,,,愉悦
520,469,468,468,468,573,468,520,520,521,520,624,521,520,520,520,573,520,572.0,520.0,573.0,,,,愉悦
520,520,468,573,468,468,468,469,468,468,572,521,572,572,573,572,572,624,521.0,468.0,520.0,,,,愉悦
469,468,468,572,521,572,572,573,572,572,624,521,468,520,572,521,572,520,520.0,521.0,520.0,,,,愉悦
573,572,572,624,521,468,520,572,521,572,520,520,521,520,572,573,572,468,520.0,521.0,520.0,,,,愉悦
572,521,572,520,520,521,520,572,573,572,468,520,521,520,520,520,521,468,468.0,520.0,521.0,,,,愉悦
572,573,572,468,520,521,520,520,520,521,468,468,520,521,520,520,468,521,572.0,492.0,520.0,,,,愉悦
520,520,521,468,468,520,521,520,520,468,521,572,492,520,521,468,572,520,523.0,520.0,468.0,520.0,,,愉悦
520,520,468,521,572,492,520,521,468,572,520,523,520,468,520,469,572,468,520.0,469.0,520.0,468.0,,,愉悦
521,468,572,520,523,520,468,520,469,572,468,520,469,520,468,520,573,520,520.0,520.0,469.0,520.0,,,愉悦
520,469,572,468,520,469,520,468,520,573,520,520,520,469,520,520,468,521,468.0,468.0,520.0,469.0,,,愉悦
468,520,573,520,520,520,469,520,520,468,521,468,468,520,469,520,520,520,469.0,520.0,520.0,572.0,,,愉悦
520,520,521,520,624,521,520,520,520,573,520,572,520,573,468,520,624,469,468.0,520.0,520.0,,,,愉悦
520,520,468,521,468,468,520,469,520,520,520,469,520,520,572,469,520,520,520.0,521.0,520.0,572.0,,,愉悦
469,520,520,520,469,520,520,572,469,520,520,520,521,520,572,520,521,468,520.0,520.0,469.0,520.0,,,愉悦
572,469,520,520,520,521,520,572,520,521,468,520,520,469,520,520,468,521,468.0,520.0,520.0,521.0,,,愉悦
572,520,521,468,520,520,469,520,520,468,521,468,520,520,521,468,520,520,469.0,468.0,468.0,416.0,,,愉悦
468,520,468,468,521,468,468,520,521,468,468,520,521,520,520,520,521,520,520.0,520.0,521.0,468.0,,,愉悦
572,521,468,468,520,494,468,520,468,521,520,468,520,469,468,520,468,573,520.0,572.0,468.0,573.0,,,愉悦
521,520,520,468,521,572,572,520,573,520,519,599,520,468,572,521,572,520,520.0,521.0,520.0,,,,愉悦
520,573,520,519,599,520,468,572,521,572,520,520,521,520,572,520,469,468,520.0,468.0,521.0,,,,愉悦
572,521,572,520,520,521,520,572,520,469,468,520,468,521,467,520,520,469,520.0,572.0,572.0,,,,愉悦
572,520,469,468,520,468,521,467,520,520,469,520,572,572,523,520,520,520,521.0,520.0,468.0,572.0,,,愉悦
520,520,573,520,572,520,573,468,520,624,469,468,520,520,469,520,572,520,521.0,468.0,520.0,,,,愉悦
467,520,520,469,520,572,572,523,520,520,520,521,520,468,572,469,520,468,468.0,521.0,468.0,520.0,,,愉悦
523,520,520,520,521,520,468,572,469,520,468,468,521,468,520,468,469,520,468.0,519.0,521.0,468.0,,,愉悦
572,469,520,468,468,521,468,520,468,469,520,468,519,521,468,520,520,469,520.0,520.0,520.0,521.0,,,愉悦
520,468,469,520,468,519,521,468,520,520,469,520,520,520,521,468,520,468,364.0,629.0,416.0,364.0,520.0,,愉悦
468,520,520,469,520,520,520,521,468,520,468,364,629,416,364,520,469,468,416.0,520.0,521.0,520.0,520.0,,愉悦
521,468,520,468,364,629,416,364,520,469,468,416,520,521,520,520,520,521,520.0,520.0,572.0,521.0,,,愉悦
