value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,emotion
521,520,520,520,521,520,520,572,521,520,520,520,521,519,624,521,572,572,520.0,573.0,624.0,,,,愉悦
572,521,520,520,520,521,519,624,521,572,572,520,573,624,520,520,573,572,572.0,521.0,,,,,愉悦
624,521,572,572,520,573,624,520,520,573,572,572,521,624,624,520,521,520,520.0,572.0,,,,,愉悦
520,520,573,572,572,521,624,624,520,521,520,520,572,521,572,520,521,468,520.0,520.0,521.0,,,,愉悦
469,468,520,520,469,520,572,520,521,468,520,520,575,520,520,520,521,520,572.0,573.0,520.0,,,,愉悦
624,520,521,520,520,572,521,572,520,521,468,520,520,521,520,572,520,573,520.0,624.0,572.0,,,,愉悦
520,520,573,572,572,624,573,520,572,521,572,572,624,575,520,520,572,521,520.0,572.0,,,,,愉悦
520,572,521,572,572,624,575,520,520,572,521,520,572,573,572,520,572,521,624.0,520.0,,,,,愉悦
520,572,521,520,572,573,572,520,572,521,624,520,520,573,520,520,573,520,495.0,572.0,,,,,愉悦
520,572,521,624,520,520,573,520,520,573,520,495,572,521,520,572,520,521,624.0,520.0,,,,,愉悦
520,520,573,520,495,572,521,520,572,520,521,624,520,520,621,569,623,574,572.0,520.0,,,,,愉悦
520,572,520,521,624,520,520,621,569,623,574,572,520,571,521,624,572,469,572.0,520.0,,,,,愉悦
621,569,623,574,572,520,571,521,624,572,469,572,520,572,573,624,572,520,573.0,520.0,,,,,愉悦
571,521,624,572,469,572,520,572,573,624,572,520,573,520,520,573,520,520,520.0,522.0,,,,,愉悦
572,573,624,572,520,573,520,520,573,520,520,520,522,520,624,572,521,572,520.0,573.0,,,,,愉悦
520,521,468,520,520,575,520,520,520,521,520,572,573,520,520,520,521,572,520.0,520.0,521.0,,,,愉悦
520,625,468,520,520,574,520,572,520,573,520,520,520,521,572,520,468,521,520.0,468.0,572.0,,,,愉悦
572,520,573,520,520,520,521,572,520,468,521,520,468,572,521,520,520,572,521.0,572.0,520.0,,,,愉悦
520,573,572,520,572,573,520,572,572,521,572,572,573,572,571,572,521,624,572.0,520.0,,,,,愉悦
572,572,521,572,572,573,572,571,572,521,624,572,520,573,520,572,574,572,572.0,624.0,,,,,愉悦
571,572,521,624,572,520,573,520,572,574,572,572,624,573,572,624,573,520,520.0,520.0,,,,,愉悦
520,572,574,572,572,624,573,572,624,573,520,520,520,521,572,468,520,573,520.0,520.0,,,,,愉悦
573,572,624,573,520,520,520,521,572,468,520,573,520,520,572,573,520,572,573.0,524.0,,,,,愉悦
521,572,468,520,573,520,520,572,573,520,572,573,524,520,572,574,520,520,624.0,625.0,,,,,愉悦
572,573,520,572,573,524,520,572,574,520,520,624,625,728,676,625,624,648,677.0,,,,,,愉悦
572,572,520,521,520,572,521,520,520,468,522,520,624,520,521,572,572,520,625.0,572.0,,,,,愉悦
468,624,469,520,520,520,521,520,572,521,572,520,520,521,572,520,520,521,520.0,572.0,624.0,,,,愉悦
520,520,468,522,520,624,520,521,572,572,520,625,572,520,521,520,520,520,521.0,520.0,468.0,,,,愉悦
572,572,520,625,572,520,521,520,520,520,521,520,468,468,521,468,468,572,471.0,520.0,468.0,,,,愉悦
520,520,520,521,520,468,468,521,468,468,572,471,520,468,520,522,468,520,468.0,468.0,469.0,468.0,,,愉悦
521,468,468,572,471,520,468,520,522,468,520,468,468,469,468,520,468,573,468.0,520.0,520.0,521.0,,,愉悦
520,522,468,520,468,468,469,468,520,468,573,468,520,520,521,468,520,572,521.0,468.0,520.0,520.0,,,愉悦
468,520,468,573,468,520,520,521,468,520,572,521,468,520,520,469,520,572,468.0,521.0,468.0,520.0,,,愉悦
521,468,520,572,521,468,520,520,469,520,572,468,521,468,520,520,522,520,468.0,520.0,469.0,520.0,,,愉悦
520,469,520,572,468,521,468,520,520,522,520,468,520,469,520,468,520,573,520.0,468.0,468.0,521.0,,,愉悦
520,520,522,520,468,520,469,520,468,520,573,520,468,468,521,520,468,572,521.0,520.0,468.0,572.0,,,愉悦
520,468,520,573,520,468,468,521,520,468,572,521,520,468,572,521,572,520,521.0,520.0,520.0,,,,愉悦
416,468,469,468,468,416,521,416,468,416,468,469,520,520,520,521,468,520,520.0,521.0,468.0,468.0,520.0,,愉悦
521,520,468,572,521,520,468,572,521,572,520,521,520,520,520,521,572,520,519.0,521.0,520.0,,,,愉悦
572,521,572,520,521,520,520,520,521,572,520,519,521,520,572,572,521,572,520.0,573.0,520.0,,,,愉悦
520,521,572,520,519,521,520,572,572,521,572,520,573,520,572,572,521,520,468.0,520.0,469.0,,,,愉悦
572,572,521,572,520,573,520,572,572,521,520,468,520,469,520,520,520,469,520.0,572.0,520.0,,,,愉悦
572,572,521,520,468,520,469,520,520,520,469,520,572,520,625,572,572,573,520.0,520.0,624.0,,,,愉悦
520,520,520,469,520,572,520,625,572,572,573,520,520,624,521,520,520,520,521.0,468.0,572.0,,,,愉悦
625,572,572,573,520,520,624,521,520,520,520,521,468,572,468,521,468,468,520.0,469.0,572.0,,,,愉悦
521,520,520,520,521,468,572,468,521,468,468,520,469,572,520,520,471,520,520.0,572.0,443.0,520.0,,,愉悦
468,521,468,468,520,469,572,520,520,471,520,520,572,443,520,468,520,521,468.0,468.0,468.0,469.0,,,愉悦
520,520,471,520,520,572,443,520,468,520,521,468,468,468,469,520,468,468,521.0,468.0,520.0,520.0,,,愉悦
572,573,624,572,624,625,624,624,573,572,572,572,521,520,520,573,572,520,520.0,,,,,,愉悦
520,521,468,468,468,469,520,468,468,521,468,520,520,468,573,520,468,521,468.0,520.0,520.0,521.0,,,愉悦
520,468,521,468,520,520,521,468,468,468,468,469,468,520,468,469,468,468,468.0,521.0,520.0,468.0,520.0,,愉悦
468,468,468,468,469,468,520,468,469,468,468,468,521,520,468,520,469,468,468.0,468.0,520.0,469.0,468.0,,愉悦
520,469,468,520,468,521,520,624,573,520,572,520,521,572,520,520,469,468,520.0,468.0,573.0,,,,愉悦
624,573,520,572,520,521,572,520,520,469,468,520,468,573,468,520,468,521,520.0,572.0,468.0,,,,愉悦
520,520,469,468,520,468,573,468,520,468,521,520,572,468,521,520,520,572,573.0,624.0,520.0,,,,愉悦
468,520,468,521,520,572,468,521,520,520,572,573,624,520,573,520,572,520,521.0,520.0,520.0,,,,愉悦
521,520,520,572,573,624,520,573,520,572,520,521,520,520,520,473,520,520,572.0,573.0,572.0,,,,愉悦
573,520,572,520,521,520,520,520,473,520,520,572,573,572,572,625,520,624,624.0,521.0,,,,,愉悦
520,473,520,520,572,573,572,572,625,520,624,624,521,520,572,520,625,520,520.0,523.0,,,,,愉悦
624,624,573,572,572,572,521,520,520,573,572,520,520,521,520,520,572,575,520.0,520.0,,,,,愉悦
521,519,468,520,521,520,520,468,521,520,468,520,521,520,468,520,470,520,520.0,520.0,521.0,,,,愉悦
572,625,520,624,624,521,520,572,520,625,520,520,523,572,520,572,573,520,520.0,520.0,,,,,愉悦
520,572,520,625,520,520,523,572,520,572,573,520,520,520,521,520,624,468,521.0,520.0,572.0,,,,愉悦
572,520,572,573,520,520,520,521,520,624,468,521,520,572,521,572,624,572,521.0,572.0,,,,,愉悦
521,520,624,468,521,520,572,521,572,624,572,521,572,572,520,625,520,520,521.0,572.0,,,,,愉悦
521,572,624,572,521,572,572,520,625,520,520,521,572,520,624,521,572,520,572.0,521.0,,,,,愉悦
520,625,520,520,521,572,520,624,521,572,520,572,521,624,520,521,520,520,520.0,573.0,,,,,愉悦
624,521,572,520,572,521,624,520,521,520,520,520,573,572,520,520,573,520,520.0,624.0,,,,,愉悦
520,521,520,520,520,573,572,520,520,573,520,520,624,521,495,624,521,520,468.0,520.0,521.0,,,,愉悦
520,520,573,520,520,624,521,495,624,521,520,468,520,521,520,624,520,521,520.0,572.0,520.0,,,,愉悦
495,624,521,520,468,520,521,520,624,520,521,520,572,520,573,520,520,520,573.0,520.0,572.0,,,,愉悦
520,520,572,521,520,520,468,521,520,520,520,521,468,520,468,573,520,520,572.0,469.0,520.0,468.0,,,愉悦
520,624,520,521,520,572,520,573,520,520,520,573,520,572,573,520,520,468,521.0,572.0,468.0,,,,愉悦
573,520,520,520,573,520,572,573,520,520,468,521,572,468,520,521,468,572,520.0,573.0,572.0,,,,愉悦
573,520,572,520,573,520,520,573,468,572,520,573,572,520,572,575,520,520,572.0,521.0,,,,,愉悦
573,468,572,520,573,572,520,572,575,520,520,572,521,520,572,521,520,624,520.0,469.0,520.0,,,,愉悦
468,468,468,469,520,468,572,521,520,572,520,521,624,520,573,520,520,520,521.0,572.0,520.0,,,,愉悦
573,520,520,573,572,572,624,521,572,596,520,572,520,572,521,572,520,520,523.0,572.0,,,,,愉悦
572,596,520,572,520,572,521,572,520,520,523,572,572,625,520,572,520,677,624.0,624.0,,,,,愉悦
572,520,520,523,572,572,625,520,572,520,677,624,624,625,572,572,572,573,572.0,,,,,,愉悦
520,520,469,572,468,520,525,520,520,468,573,520,572,468,521,468,520,572,469.0,468.0,572.0,520.0,,,愉悦
520,520,468,573,520,572,468,521,468,520,572,469,468,572,520,548,468,520,468.0,521.0,520.0,468.0,,,愉悦
572,520,521,468,520,520,573,468,520,520,573,520,520,625,572,572,572,573,520.0,572.0,520.0,,,,愉悦
521,468,520,572,469,468,572,520,548,468,520,468,521,520,468,468,521,468,520.0,468.0,573.0,468.0,,,愉悦
520,548,468,520,468,521,520,468,468,521,468,520,468,573,468,468,468,469,520.0,468.0,572.0,573.0,,,愉悦
468,468,521,468,520,468,573,468,468,468,469,520,468,572,573,520,572,520,573.0,624.0,572.0,,,,愉悦
468,468,468,469,520,468,572,573,520,572,520,573,624,572,520,575,572,572,573.0,520.0,520.0,,,,愉悦
468,520,520,573,520,520,625,572,572,572,573,520,572,520,573,520,520,573,624.0,572.0,,,,,愉悦
572,572,572,573,520,572,520,573,520,520,573,624,572,572,573,520,520,572,523.0,520.0,,,,,愉悦
573,520,520,573,624,572,572,573,520,520,572,523,520,520,521,520,572,520,473.0,520.0,520.0,,,,愉悦
468,521,572,572,624,573,624,624,677,572,572,573,572,624,520,573,572,572,520.0,,,,,,愉悦
624,573,624,572,625,624,572,572,599,624,572,521,572,520,520,521,468,572,468.0,573.0,,,,,愉悦
520,573,520,572,468,521,468,468,520,469,572,468,468,521,468,520,572,521,520.0,468.0,520.0,521.0,,,愉悦
468,520,469,572,468,468,521,468,520,572,521,520,468,520,521,572,468,520,521.0,520.0,520.0,520.0,,,愉悦
468,520,572,521,520,468,520,521,572,468,520,521,520,520,520,521,520,520,523.0,520.0,468.0,520.0,,,愉悦
468,520,468,468,521,520,468,520,574,520,520,521,520,520,572,521,520,520,468.0,523.0,468.0,520.0,,,愉悦
521,572,468,520,521,520,520,520,521,520,520,523,520,468,520,573,520,520,520.0,521.0,520.0,,,,愉悦
520,523,520,468,520,573,520,520,520,521,520,572,520,521,520,520,520,573,520.0,520.0,468.0,,,,愉悦
520,520,521,520,572,520,521,520,520,520,573,520,520,468,521,520,572,520,521.0,520.0,468.0,,,,愉悦
520,520,520,573,520,520,468,521,520,572,520,521,520,468,520,521,572,520,521.0,520.0,468.0,,,,愉悦
521,520,572,520,521,520,468,520,521,572,520,521,520,468,520,521,520,520,572.0,521.0,520.0,,,,愉悦
520,521,572,520,521,520,468,520,521,520,520,572,521,520,624,572,577,572,572.0,521.0,572.0,,,,愉悦
520,521,520,520,572,521,520,624,572,577,572,572,521,572,572,468,521,520,520.0,572.0,,,,,愉悦
624,572,577,572,572,521,572,572,468,521,520,520,572,573,520,468,624,677,520.0,,,,,,愉悦
572,624,521,572,520,520,521,572,572,521,520,520,520,549,520,520,572,625,520.0,572.0,,,,,愉悦
572,572,521,520,520,520,549,520,520,572,625,520,572,572,573,572,520,573,572.0,520.0,,,,,愉悦
520,574,520,520,521,520,520,572,521,520,520,468,523,468,520,468,469,468,468.0,468.0,468.0,521.0,,,愉悦
520,520,572,625,520,572,572,573,572,520,573,572,520,520,625,520,572,520,573.0,520.0,,,,,愉悦
573,572,520,573,572,520,520,625,520,572,520,573,520,572,521,572,520,572,573.0,572.0,,,,,愉悦
625,520,572,520,573,520,572,521,572,520,572,573,572,572,572,521,572,624,521.0,572.0,,,,,愉悦
521,572,520,572,573,572,572,572,521,572,624,521,572,572,572,521,624,572,521.0,572.0,,,,,愉悦
572,521,572,624,521,572,572,572,521,624,572,521,572,520,520,625,520,520,520.0,573.0,,,,,愉悦
468,573,520,520,521,520,572,572,521,520,520,520,521,624,468,468,521,468,468.0,468.0,573.0,,,,愉悦
520,469,468,520,520,521,572,520,572,521,520,624,625,572,572,572,521,572,520.0,520.0,521.0,,,,愉悦
572,573,572,572,573,572,572,520,521,520,572,520,521,520,572,521,520,624,520.0,577.0,,,,,愉悦
572,520,521,520,572,521,520,624,520,577,520,520,520,573,572,520,520,521,520.0,624.0,,,,,愉悦
520,572,573,572,572,575,624,624,520,521,676,624,573,572,520,520,573,520,624.0,,,,,,愉悦
520,468,523,468,520,468,469,468,468,468,468,521,468,520,520,573,520,624,573.0,572.0,520.0,572.0,,,愉悦
624,520,521,676,624,573,572,520,520,573,520,624,573,572,624,572,573,624,520.0,,,,,,愉悦
572,520,520,573,520,624,573,572,624,572,573,624,520,521,520,520,520,573,468.0,520.0,,,,,愉悦
572,624,572,573,624,520,521,520,520,520,573,468,520,572,521,520,572,572,521.0,520.0,,,,,愉悦
521,520,520,520,573,468,520,572,521,520,572,572,521,520,572,520,573,520,572.0,521.0,520.0,,,,愉悦
520,624,521,520,520,520,573,572,520,572,521,520,572,573,572,520,572,521,520.0,624.0,,,,,愉悦
520,572,573,572,520,572,521,520,624,520,521,520,520,520,573,572,520,521,520.0,468.0,572.0,,,,愉悦
520,521,520,520,520,573,572,520,521,520,468,572,469,520,520,520,521,572,572.0,520.0,573.0,,,,愉悦
520,521,520,468,572,469,520,520,520,521,572,572,520,573,520,520,520,546,468.0,520.0,573.0,,,,愉悦
624,416,521,468,468,520,469,468,520,468,471,468,468,468,520,521,572,468,573.0,416.0,624.0,624.0,,,愉悦
520,520,524,521,520,468,520,469,572,520,521,520,520,520,573,520,520,520,469.0,520.0,520.0,,,,愉悦
468,468,468,468,521,468,520,520,573,520,624,573,572,520,572,577,624,624,469.0,520.0,468.0,,,,愉悦
468,520,468,573,520,520,520,521,520,572,520,469,520,468,520,573,468,520,520.0,469.0,520.0,468.0,,,愉悦
521,520,572,520,469,520,468,520,573,468,520,520,469,520,468,572,521,520,520.0,520.0,521.0,,,,愉悦
520,573,468,520,520,469,520,468,572,521,520,520,520,521,572,468,520,521,468.0,520.0,468.0,521.0,,,愉悦
520,469,520,520,520,521,520,468,520,469,468,572,468,521,468,520,520,521,468.0,520.0,468.0,520.0,,,愉悦
468,520,469,468,572,468,521,468,520,520,521,468,520,468,520,469,468,572,520.0,521.0,468.0,520.0,,,愉悦
468,520,520,521,468,520,468,520,469,468,572,520,521,468,520,520,575,520,520.0,521.0,572.0,520.0,,,愉悦
520,469,468,572,520,521,468,520,520,575,520,520,521,572,520,572,521,520,520.0,468.0,521.0,,,,愉悦
520,520,575,520,520,521,572,520,572,521,520,520,468,521,520,572,468,521,468.0,468.0,520.0,,,,愉悦
520,572,521,520,520,468,521,520,572,468,521,468,468,520,469,572,520,520,469.0,520.0,572.0,,,,愉悦
520,572,468,521,468,468,520,469,572,520,520,469,520,572,572,521,520,520,520.0,521.0,572.0,,,,愉悦
573,520,624,573,572,520,572,577,624,624,469,520,468,572,573,520,468,520,469.0,520.0,,,,,愉悦
469,572,520,520,469,520,572,572,521,520,520,520,521,572,468,520,469,520,468.0,520.0,573.0,,,,愉悦
572,521,520,520,520,521,572,468,520,469,520,468,520,573,520,468,468,521,520.0,572.0,521.0,,,,愉悦
468,520,469,520,468,520,573,520,468,468,521,520,572,521,520,520,520,521,520.0,572.0,520.0,521.0,,,愉悦
520,468,468,521,520,572,521,520,520,520,521,520,572,520,521,572,520,520,573.0,572.0,572.0,,,,愉悦
520,520,520,521,520,572,520,521,572,520,520,573,572,572,625,624,624,572,573.0,520.0,,,,,愉悦
521,572,520,520,573,572,572,625,624,624,572,573,520,572,521,572,572,520,545.0,520.0,,,,,愉悦
572,572,521,520,520,468,521,624,468,573,468,520,468,573,468,468,520,468,521.0,572.0,520.0,,,,愉悦
468,573,468,520,468,573,468,468,520,468,521,572,520,521,520,520,520,469,520.0,520.0,468.0,468.0,,,愉悦
468,520,468,521,572,520,521,520,520,520,469,520,520,468,468,523,520,520,521.0,520.0,572.0,572.0,,,愉悦
520,469,520,520,468,468,523,520,520,521,520,572,572,521,624,520,572,521,520.0,572.0,573.0,,,,愉悦
468,520,573,416,520,520,469,520,468,520,469,468,468,572,469,520,416,520,573.0,468.0,520.0,364.0,,,愉悦
520,520,521,520,572,572,521,624,520,572,521,520,572,573,520,520,520,573,520.0,624.0,,,,,愉悦
624,520,572,521,520,572,573,520,520,520,573,520,624,572,625,520,624,573,572.0,572.0,,,,,愉悦
520,520,520,573,520,624,572,625,520,624,573,572,572,572,573,572,520,629,520.0,572.0,,,,,愉悦
520,520,468,521,468,468,520,521,468,520,520,469,468,468,416,468,521,520,572.0,521.0,520.0,520.0,,,愉悦
468,520,520,469,468,468,416,468,521,520,572,521,520,520,520,573,520,520,520.0,521.0,468.0,572.0,,,愉悦
521,520,572,521,520,520,520,573,520,520,520,521,468,572,520,521,468,520,520.0,521.0,520.0,,,,愉悦
573,520,520,520,521,468,572,520,521,468,520,520,521,520,572,572,521,520,572.0,521.0,520.0,,,,愉悦
520,521,468,520,520,521,520,572,572,521,520,572,521,520,468,520,468,573,520.0,520.0,521.0,,,,愉悦
521,520,572,520,573,572,520,520,521,520,520,523,572,520,520,521,468,572,520.0,547.0,572.0,,,,愉悦
520,521,520,520,523,572,520,520,521,468,572,520,547,572,624,572,573,572,520.0,521.0,,,,,愉悦
520,468,520,469,468,468,572,469,520,416,520,573,468,520,364,573,468,468,520.0,417.0,468.0,468.0,468.0,,愉悦
520,521,468,572,520,547,572,624,572,573,572,520,521,624,572,520,573,520,572.0,572.0,,,,,愉悦
521,520,572,468,469,520,468,468,521,468,468,468,521,520,520,572,573,468,572.0,520.0,521.0,572.0,,,愉悦
468,521,468,468,468,521,520,520,572,573,468,572,520,521,572,520,520,521,520.0,520.0,520.0,,,,愉悦
520,572,573,468,572,520,521,572,520,520,521,520,520,520,521,520,468,520,469.0,520.0,520.0,,,,愉悦
520,521,520,468,520,469,520,520,520,521,468,520,520,521,520,572,521,520,520.0,520.0,573.0,468.0,,,愉悦
520,520,521,468,520,520,521,520,572,521,520,520,520,573,468,520,520,469,520.0,468.0,572.0,,,,愉悦
520,572,521,520,520,520,573,468,520,520,469,520,468,572,521,468,520,468,521.0,468.0,520.0,520.0,,,愉悦
468,520,520,469,520,468,572,521,468,520,468,521,468,520,520,469,468,520,468.0,573.0,520.0,468.0,,,愉悦
521,468,520,468,521,468,520,520,469,468,520,468,573,520,468,520,468,521,468.0,520.0,573.0,468.0,,,愉悦
520,469,468,520,468,573,520,468,520,468,521,468,520,573,468,520,468,468,469.0,520.0,520.0,520.0,,,愉悦
469,520,416,520,573,468,520,364,573,468,468,520,417,468,468,468,416,469,520.0,468.0,468.0,469.0,520.0,,愉悦
469,468,416,416,417,416,416,520,416,417,416,416,416,416,469,416,416,416,469.0,416.0,468.0,416.0,520.0,469.0,焦虑
468,417,468,520,520,469,468,468,416,468,469,468,468,416,469,416,416,416,468.0,469.0,468.0,416.0,468.0,469.0,焦虑
416,468,469,468,468,416,469,416,416,416,468,469,468,416,468,469,468,468,468.0,523.0,468.0,468.0,468.0,468.0,焦虑
416,416,468,469,468,416,468,469,468,468,468,523,468,468,468,468,469,468,468.0,468.0,469.0,416.0,416.0,416.0,焦虑
468,468,468,523,468,468,468,468,469,468,468,468,469,416,416,416,468,469,416.0,416.0,468.0,417.0,468.0,416.0,焦虑
468,468,416,500,416,468,416,419,416,468,468,468,417,468,416,468,417,520,468.0,468.0,416.0,469.0,468.0,416.0,焦虑
416,468,417,520,468,468,416,469,468,416,572,417,468,416,468,469,520,468,468.0,468.0,469.0,520.0,468.0,572.0,焦虑
468,416,572,417,468,416,468,469,520,468,468,468,469,520,468,572,469,468,468.0,520.0,469.0,520.0,468.0,,焦虑
468,468,468,469,468,468,520,416,469,416,468,415,469,468,468,416,468,469,416.0,468.0,520.0,469.0,468.0,520.0,焦虑
416,468,469,416,468,520,469,468,520,468,469,468,572,468,521,468,467,468,469.0,416.0,544.0,468.0,520.0,,焦虑
468,521,468,467,468,469,416,544,468,520,469,468,520,416,469,468,468,468,470.0,468.0,468.0,468.0,500.0,417.0,焦虑
468,520,469,468,520,416,469,468,468,468,470,468,468,468,500,417,468,468,468.0,469.0,520.0,468.0,468.0,469.0,焦虑
469,416,468,468,469,468,520,416,469,468,468,468,468,469,468,468,468,417,468.0,520.0,520.0,469.0,468.0,468.0,焦虑
469,468,468,468,468,469,468,468,468,417,468,520,520,469,468,468,416,468,469.0,468.0,468.0,416.0,469.0,416.0,焦虑
520,468,468,469,468,520,468,417,468,468,416,572,469,416,468,468,497,468,468.0,468.0,364.0,521.0,520.0,416.0,焦虑
468,468,416,572,469,416,468,468,497,468,468,468,364,521,520,416,468,417,468.0,416.0,468.0,521.0,415.0,416.0,焦虑
497,468,468,468,364,521,520,416,468,417,468,416,468,521,415,416,520,468,417.0,468.0,520.0,416.0,469.0,416.0,焦虑
520,416,469,416,468,448,416,469,416,416,416,469,468,416,416,416,417,468,416.0,416.0,520.0,417.0,416.0,468.0,焦虑
413,469,416,468,468,468,469,416,468,468,469,467,466,468,467,417,416,468,468.0,469.0,468.0,467.0,468.0,468.0,焦虑
416,468,416,417,416,468,416,416,469,468,468,468,469,468,468,519,468,471,468.0,467.0,468.0,469.0,520.0,416.0,焦虑
469,468,468,519,468,471,468,467,468,469,520,416,468,469,468,468,468,519,469.0,468.0,520.0,468.0,469.0,416.0,焦虑
468,469,520,416,468,469,468,468,468,519,469,468,520,468,469,416,520,468,469.0,468.0,468.0,468.0,469.0,,焦虑
468,519,469,468,520,468,469,416,520,468,469,468,468,468,469,520,468,468,468.0,469.0,468.0,520.0,468.0,,焦虑
520,468,469,468,468,468,469,520,468,468,468,469,468,520,468,469,468,468,468.0,469.0,520.0,520.0,520.0,,焦虑
469,468,520,468,469,468,468,468,469,520,520,520,469,520,468,572,469,468,520.0,468.0,469.0,468.0,572.0,,焦虑
469,520,520,520,469,520,468,572,469,468,520,468,469,468,572,468,468,521,468.0,468.0,520.0,521.0,,,焦虑
569,416,469,468,468,468,468,469,520,520,468,469,468,468,468,521,468,468,416.0,469.0,468.0,467.0,572.0,,焦虑
469,520,468,519,468,521,520,520,468,469,466,468,520,469,520,468,468,469,468.0,520.0,468.0,417.0,468.0,,焦虑
